"id","nome","UF","codinomes","partidos","profissoes","legislaturas","urls"
"184250","Lucínio Castelo de Assumção","Vila Velha, ES","CAPITÃO ASSUMÇÃO - PSB/ES","PT, 1990-2005; PSB, 2005-.","Superior","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=184250&tipo=0"
"111716","Denise Frossard Loschi","Carangola, MG","JUÍZA DENISE FROSSARD - PPS/RJ","PPS, 1998-1999; PSDB, 2001-2004; S.PARTIDO, 2004; PPS, 2004-.","Advogada, Professora e Magistrada","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=111716&tipo=0"
"160281","José Fernando Aparecido de Oliveira","Rio de Janeiro, RJ","JOSÉ FERNANDO APARECIDO DE OLIVEIRA - PV/MG","PMDB, 1999-2006.","Bacharel em Direito","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160281&tipo=0"
"178802","Luiz Carlos Ramos","RJ","Luiz Carlos Ramos","PSDC,PMB,PTN","","55","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178802"
"100661","João Ricardo Noronha da Silva","Araguaína, TO","RICARDO NORONHA - PMDB/DF","PTB, 1989-1997; PMDB, 1997-.","Jornalista, Radialista e Publicitário","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100661&tipo=0"
"195383","Carlos Eduardo Cardoso Martins","PA","Carlos Martins","PT","","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195383&tipo=0"
"195382","Carla Rosymar Araujo de Sousa Barreto","RN","Rosy De Sousa","","","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195382&tipo=0"
"195385","Luiz Fernando Salvadori Záchia","RS","Fernando Zachia","PMDB","","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195385&tipo=0"
"195384","Gilberto Coutinho Freire","SP","Gilberto Coutinho","PT","","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195384&tipo=0"
"195387","Afonso Antunes da Motta","RS","Afonso Motta","PDT","Advogado","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195387&tipo=0"
"195386","Manoel Antunes","SP","Manoel Antunes","PDT","Antônio Antunes Junior e Beatriz da Conceição","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195386&tipo=0"
"195389","Marcelo Pereira Surcin","RJ","Marcelinho Carioca","PSB","","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195389&tipo=0"
"195388","Max Freitas Mauro Filho","ES","Max Filho","PMN","Servidor Público Federal","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195388&tipo=0"
"161129","Antonio Carlos Martins de Bulhões","RJ","Antonio Bulhões","PMDB,PRB","Apresentador de Televisão, Administrador, Teólogo e Bispo Evangélico","53, 54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=161129&tipo=0"
"163789","Luiz Rocha Filho","São Luís, MA","LUIZ ROCHA FILHO - PSDB/MA","PSDB, 1997-.","Agropecuarista e Advogado","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=163789&tipo=0"
"108553","José Heleno da Silva","SE","Heleno Silva","PTB,PRB,PL","Técnico Agrícola, Pastor Evangélico e Locutor","52, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=108553&tipo=0"
"98758","Jandira Feghali","PR","Jandira Feghali","PCdoB","Médica e Música","52, 54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98758&tipo=0"
"161128","Carlos Alberto Rolim Zarattini","SP","Carlos Zarattini","PCB,PT","Economista","53, 54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=161128&tipo=0"
"99604","Rodrigo Felinto Ibarra Epitacio Maia","Chile","Rodrigo Maia","DEM,PTB,PFL","Bancário","52, 53, 54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99604&tipo=0"
"98753","Enio Egon Bergmann Bacci","RS","Enio Bacci","PDT","Advogado","52, 53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98753&tipo=0"
"195393","Sinval Malheiros Pinto Júnior","SP","Dr. Sinval Malheiros","PV,PMB,PTN","","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195393&tipo=0"
"141536","Rômulo José de Gouveia","PB","Rômulo Gouveia","PMDB,PSDB,PPS","Servidor Público","55","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=141536"
"195398","Maurício Luitgards Moura de Almeida Silva","MA","Maurício Almeida","PSB","","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195398&tipo=0"
"107673","Paulo Rubem Santiago Ferreira","RJ","Paulo Rubem Santiago","PT","Professor Universitário","52, 53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=107673&tipo=0"
"163339","Arnaldo França Vianna","Campos dos Goytacazes, RJ","ARNALDO VIANNA - PDT/RJ","PDT","Médico","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=163339&tipo=0"
"99635","Antonio Elbano Cambraia","Senador Pompeu, CE","ANTONIO CAMBRAIA - PSDB/CE","PMDB, 1992-1999; PSDB, 1999-.","Economista, Professor Universitário e Administrador Público","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99635&tipo=0"
"165999","Diógenes Luiz Basegio","Passo Fundo, RS","DR. BASEGIO - PDT/RS","PDT, 2003-.","Agricultor, Escritor, Pesquisador, Doutor em Medicina e Professor de Medicina","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=165999&tipo=0"
"98785","Fernando Paulo Nagle Gabeira","Juiz de Fora, MG","FERNANDO GABEIRA - PV/RJ","PV, 1986-2001; PT, 2001-2003; PV, 2005; S.PARTIDO, 2005; PV, 2005-.","Jornalista","52, 53,","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98785&tipo=0"
"98300","Raimundo José Pereira Dos Santos","Santarém, PA","RAIMUNDO SANTOS - PR/PA","PFL, 1986-1989; PRN, 1989-1994; PPR, 1994-1995; PP, 1995; PPB, 1995; PFL, 1995-2001; PL, 2001-.","Advogado","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98300&tipo=0"
"73486","Darci Pompeo de Mattos","RS","Pompeo De Mattos","PDT,MDB","Advogado e Bancário","55","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=73486"
"97455","Henrique Eduardo Lyra Alves","RJ","Henrique Eduardo Alves","MDB,PMDB,PP","Bacharel em Direito","52, 53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97455&tipo=0"
"99630","Leonardo Rosário de Alcântara","Fortaleza, CE","LEO ALCÂNTARA - PR/CE","PSDB, 1997-2007; PR, 2007-.","Advogado e Empresário","52, 53,","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99630&tipo=0"
"178828","Evandro Herrera Bertone Gussi","SP","Evandro Gussi","PV","Advogado(a),professor Universitário","55","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178828"
"97645","João Bastos Colaço Dias","Recife, PE","JOÃO COLAÇO - PSDB/PE","PL, 1989-; PTR, 1990-1993; PP, 1993; PSB, 1994-1999; PMDB, 1999-2001; PSDB, 2001-.","Industrial e Administrador de Empresas","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97645&tipo=0"
"178829","Jose Augusto Rosa","SP","Capitão Augusto","PR,PR,PSD,PROS","Policial Militar","55","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178829"
"178826","Sergio Olimpio Gomes","SP","Major Olimpio","PMB,SD","","55","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178826"
"99262","Djalma Souto Maior Paes Júnior","Glória do Goitá, PE","DJALMA PAES - PSB/PE","PMDB, 1989-1993; PSB, 1994-.","Advogado","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99262&tipo=0"
"178825","Leonardo Cunha de Brito","AC","Leo De Brito","PT","Advogado(a),professor de Direito","55","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178825"
"108519","Onyx Dornelles Lorenzoni","RS","Onyx Lorenzoni","DEM,PFL,PL","Empresário e Médico Veterinário","52, 53, 54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=108519&tipo=0"
"108516","Odair José da Cunha","SP","Odair Cunha","PT","Advogado","52, 53, 54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=108516&tipo=0"
"184249","Elizeu Morais de Aguiar","Teresina, PI","ELIZEU AGUIAR - PTB/PI","PTB, 2003-.","Empresário","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=184249&tipo=0"
"184247","Fernando Antônio do Nascimento","Glória do Goitá, PE","FERNANDO NASCIMENTO - PT/PE","PCB, 1974-1990; PT, 1990-.","Professor e Gráfico","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=184247&tipo=0"
"98778","Márcio João de Andrade Fortes","Belo Horizonte, MG","MÁRCIO FORTES - PSDB/RJ","PMDB, 1983-1994; PSDB, 1994-.","Engenheiro Civil","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98778&tipo=0"
"195381","Denílson Francisco Teixeira","MG","Denilson Teixeira","PV","","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195381&tipo=0"
"99621","Miriam Santos Mancebo Reid","Macaé, RJ","MIRIAM REID - PSB/RJ","PMDB, 1981-1986; PDT, 1987-1994; PMN, 1994-1997; PDT, 1997-2001; PSB, 2001-.","Professora e Assistente Social","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99621&tipo=0"
"97445","Luiz Gonzaga Patriota","PE","Gonzaga Patriota","PSB,PDT,MDB,PMDB","Advogado, Jornalista, Administrador de Empresas e Contador","52, 53, 54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97445&tipo=0"
"93083","Carlos Felipe Vazquez de Souza Leão","BA","Cacá Leão","PP,PP,PHS,PEN","Administrador","55","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=93083"
"98770","Maria Laura Monteza de Souza Carneiro","Rio de Janeiro, RJ","LAURA CARNEIRO - PMDB/RJ","PTB, -2015; PSDB, 1988-1992; PMDB, 1992-1994; PP, 1994-1995; PPB, 1995; PFL, 1995-; PMDB, 2015-.","Advogada e Servidora Pública","52, 55,","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98770&tipo=0"
"184246","Glauber de Medeiros Braga","RJ","Glauber Braga","PSOL","Bacharel em Direito","53, 54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=184246&tipo=0"
"184245","Benedito Roberto Alves Ferreira","Taubaté, SP","ROBERTO ALVES - PRB/SP","PTB, 2001-2008; PRB, 2011-.","Gestor Público","53, 55, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=184245&tipo=0"
"184244","José Vieira Lins","PB","Zé Vieira","PP,PP,PR,PROS","Pecuarista e Empresário","53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=184244&tipo=0"
"100893","Maurílio Figueira de Ferreira Lima","Limoeiro, PE","MAURÍLIO FERREIRA LIMA - PMDB/PE","MDB; PMDB; PSDB; PMDB","Advogado","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100893&tipo=0"
"141555","Vinicius Rapozo de Carvalho","RJ","Vinicius Carvalho","PTdoB","Administrador de Empresas, Advogado, Radialista, Jornalista","55","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=141555"
"107255","Bernardo Ramos Ariston","Rio de Janeiro, RJ","BERNARDO ARISTON - PMDB/RJ","PV, 1999-2001; PSB, 2001-2003; PMDB, 2003-.","Radialista e Bacharel em Direito","52, 53,","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=107255&tipo=0"
"108106","Geraldo Resende Pereira","MG","Geraldo Resende","PMDB,PSDB,PPS","Médico e Gráfico","52, 53, 54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=108106&tipo=0"
"189109","Luciana Barbosa de Oliveira Santos","PE","Luciana Santos","PCdoB","Engenheiro Elétrico","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189109&tipo=0"
"96943","Aracely de Paula","MG","Aracely De Paula","PL,PR","Advogado e Pecuarista","52, 53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=96943&tipo=0"
"192758","João Batista Dos Santos",",","JOÃO BATISTA - PMDB/RO","","","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=192758&tipo=0"
"189106","Francisco Eurico da Silva","SP","Pastor Eurico","PHS","Pastor Evangélico e Comunicador de Rádio","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189106&tipo=0"
"192759","Vicente Paulo de Oliveira Selistre","RS","Vicente Selistre","PSB","Advogado e Industriário Sapateiro","53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=192759&tipo=0"
"189105","Danilo Jorge de Barros Cabral","PE","Danilo Cabral","PSB","Advogado","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189105&tipo=0"
"189108","Jorge Wicks Côrte Real","BA","Jorge Côrte Real","PTB","Engenheiro Civil","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189108&tipo=0"
"189107","João Paulo Lima E Silva","PE","João Paulo Lima","PT","Economista","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189107&tipo=0"
"189102","Ruy Manuel Carneiro Barbosa de Aca Belchior","PB","Ruy Carneiro","PSDB","Administrador","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189102&tipo=0"
"189101","Romero Rodrigues Veiga","PB","Romero Rodrigues","PMDB,PSDB","Agrônomo","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189101&tipo=0"
"189104","Augusto Rodrigues Coutinho de Melo","PE","Augusto Coutinho","SD","Engenheiro Civil","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189104&tipo=0"
"189103","Anderson Ferreira Rodrigues","PE","Anderson Ferreira","PR","Empresário","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189103&tipo=0"
"189593","Wadih Nemer Damous Filho","RJ","","PT","","","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=189593"
"99642","Francisco Feitosa de Albuquerque Lima","Fortaleza, CE","CHIQUINHO FEITOSA - PSDB/CE","PSDB","Agropecuarista e Empresário","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99642&tipo=0"
"101948","Newton Cardoso","BA","Newton Cardoso","MDB,PMDB,PP","Advogado, Empresário, Administrador e Sociólogo","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101948&tipo=0"
"189111","Francisco de Assis Carvalho Gonçalves","PI","Assis Carvalho","PT","Funcionário Público Federal","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189111&tipo=0"
"189110","Roberto Sérgio Ribeiro Coutinho Teixeira","PE","Roberto Teixeira","PP","Odontólogo","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189110&tipo=0"
"144679","Jorge Vi Lamenha Lins","Maceió, AL","JORGE VI - PSC/AL","PSDB, -2005; PSC, 2005-.","","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=144679&tipo=0"
"193603","Juliano de Souza Rabelo","GO","Cabo Juliano Rabelo","PSB,PDT","","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=193603&tipo=0"
"100610","João Magno de Moura","São Geraldo da Piedade, MG","JOÃO MAGNO - PT/MG","PT, 1981-.","Professor, Bancário e Consultor","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100610&tipo=0"
"96938","Aparecida Maria Borges Bezerra","Pirajuí, SP","TETÉ BEZERRA - PMDB/MT","MDB, 1976-1980; PMDB, 1980-.","Pecuarista e Enfermeira","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=96938&tipo=0"
"108111","Geraldo Thadeu Pedreira Dos Santos","MG","Geraldo Thadeu","PSD","Dentista","52, 53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=108111&tipo=0"
"73831","José Augusto da Silva Curvo","MT","Tampinha","PL,PSD","","55","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=73831"
"107269","Carlos Alberto Leréia da Silva","MG","Carlos Alberto Leréia","PSDB","Radialista","52, 53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=107269&tipo=0"
"96932","Antônio Serafim Venzon","Botuverá, SC","SERAFIM VENZON - PSDB/SC","PDT, 1988-2003; PSDB, 2003-.","Médico","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=96932&tipo=0"
"108591","Raquel Figueiredo Alessandri Teixeira","Goiânia, GO","PROFESSORA RAQUEL TEIXEIRA - PSDB/GO","PSDB","Professora Universitária","52, 53,","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=108591&tipo=0"
"189117","João José de Arruda Júnior","PR","João Arruda","PMDB","Bacharel em Ciências Físicas e Naturais","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189117&tipo=0"
"189116","Fernando Destito Francischini","PR","Fernando Francischini","PEN,SD","Delegado de Polícia Federal","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189116&tipo=0"
"189119","Leopoldo Costa Meyer","PR","Leopoldo Meyer","PSB,PSDB,PL","Engenheiro Civil","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189119&tipo=0"
"189118","José Carlos Becker de Oliveira E Silva","PR","Zeca Dirceu","PT","Empresário","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189118&tipo=0"
"107263","Bismarck Costa Lima Pinheiro Maia","Fortaleza, CE","BISMARCK MAIA - PSDB/CE","PDS, 1985-1987; PMB, 1987-1988; PSDB, 1989-.","Funcionário Público","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=107263&tipo=0"
"189113","Jesus Rodrigues Alves","RJ","Jesus Rodrigues","PT","Industrial","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189113&tipo=0"
"100649","Ricardo Moura de Albuquerque Maranhão","Recife, PE","RICARDO MARANHÃO - PSB/RJ","PSB","Engenheiro","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100649&tipo=0"
"189112","Iracema Maria Portella Nunes Nogueira Lima","PI","Iracema Portella","PP,PP,PROS","Professora e Empresária","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189112&tipo=0"
"189115","Edmar de Souza Arruda","PR","Edmar Arruda","PSD","Economista","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189115&tipo=0"
"189114","Cleusa Rosane Ribas Ferreira","PR","Rosane Ferreira","PV","Enfermeira","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189114&tipo=0"
"98517","Tilden José Santiago","Nova Era, MG","TILDEN SANTIAGO - PT/MG","MDB, 1977-1979; PT, 1980-.","Jornalista, Professor, Filósofo, Operário e Controlador de Qualidade","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98517&tipo=0"
"189120","Nelson Padovani","SP","Nelson Padovani","PSDB,PSC","Empresário","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189120&tipo=0"
"189122","Adrian Mussi Ramos","RJ","Adrian","PMDB","","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189122&tipo=0"
"193610","José Simplício Alves de Araújo","MA","Simplício Araújo","SD","Empresário, Consultor de Empresas e Analista de Sistemas","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=193610&tipo=0"
"189121","Sandro Alex Cruz de Oliveira","PR","Sandro Alex","PSD","Advogado","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189121&tipo=0"
"193613","Leonardo de Melo Gadelha","DF","Leonardo Gadelha","PSB,PSC","Administrador","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=193613&tipo=0"
"193615","José Carlos de Jesus Rodrigues","BA","Zé Carlos Da Pesca","PP","","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=193615&tipo=0"
"102809","Colbert Martins da Silva Filho","BA","Colbert Martins","PMDB,PPS","Médico","52, 53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=102809&tipo=0"
"180306","Ricardo Quirino Dos Santos","DF","Ricardo Quirino","","Radialista e Pastor Evangélico","53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=180306&tipo=0"
"192760","Carlos Alberto Pereira","Santo Antônio do Amparo, MG","CARLOS ALBERTO - DEM/MG","PP, 2000-2006; PFL, 2006-2010; PDT, 2010-.","Advogado","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=192760&tipo=0"
"100624","Reginaldo da Silva Germano","Rio de Janeiro, RJ","REGINALDO GERMANO - PP/BA","PMDB, 1997-1999; PFL, 1999-2004; PP, 2004-.","Radialista","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100624&tipo=0"
"97814","José Rodrigues Borba","Mandaguari, PR","JOSÉ BORBA - PMDB/PR","ARENA; PMDB; PTB, 1993-1999; PMDB, 1999-.","Pecuarista e Comerciante","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97814&tipo=0"
"96966","Arnaldo Faria de Sá","SP","Arnaldo Faria De Sá","PJ,PRN,PPR,PPB","Advogado, Contabilista, Radialista e Professor","52, 53, 54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=96966&tipo=0"
"108567","Reinaldo Santos E Silva","Miracema, RJ","PASTOR REINALDO - PTB/RS","PTB; PDS","Professor, Ministro Evangélico e Técnico em Agrimensura","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=108567&tipo=0"
"97537","Jair Antonio Meneguelli","São Paulo, SP","JAIR MENEGUELLI - PT/SP","PT, 1980-.","Ferramenteiro","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97537&tipo=0"
"107236","Antônio Carlos Peixoto de Magalhães Neto","BA","Antonio Carlos Magalhães Neto","DEM,PFL","Advogado","52, 53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=107236&tipo=0"
